1/1/07,1:50:00,1/1/07,1:52:00,0.098
1/1/07,1:50:00,1/1/07,1:54:00,0.0588
1/1/07,1:50:00,1/1/07,1:59:00,0.0294
1/1/07,1:50:00,1/1/07,2:02:00,0.0446154
1/1/07,1:50:00,1/1/07,2:03:00,0.0487143
1/1/07,1:50:00,1/1/07,2:07:00,0.0602222
1/1/07,1:50:00,1/1/07,2:09:00,0.0542
1/1/07,1:50:00,1/1/07,2:10:00,0.051619
1/1/07,1:50:00,1/1/07,2:13:00,0.0451667
1/1/07,1:50:00,1/1/07,2:20:00,0.0572903
1/1/07,1:50:00,1/1/07,2:24:00,0.0670286
1/1/07,1:50:00,1/1/07,2:25:00,0.0689444
1/1/07,1:50:00,1/1/07,2:26:00,0.0707568
1/1/07,1:50:00,1/1/07,2:27:00,0.0723684
1/1/07,1:50:00,1/1/07,2:29:00,0.07425
1/1/07,1:50:00,1/1/07,2:30:00,0.072439
1/1/07,1:50:00,1/1/07,2:35:00,0.0645652
1/1/07,1:50:00,1/1/07,2:37:00,0.061875
1/1/07,1:50:00,1/1/07,2:44:00,0.0639273
1/1/07,1:50:00,1/1/07,2:45:00,0.0668929
1/1/07,1:50:00,1/1/07,2:51:00,0.0769032
1/1/07,1:50:00,1/1/07,2:53:00,0.0802188
1/1/07,1:50:00,1/1/07,2:58:00,0.0933333
1/1/07,1:50:00,1/1/07,3:01:00,0.100111
1/1/07,1:50:00,1/1/07,3:04:00,0.106587
1/1/07,1:50:00,1/1/07,3:06:00,0.110416
1/1/07,1:50:00,1/1/07,3:12:00,0.110723
1/1/07,1:50:00,1/1/07,3:16:00,0.105632
1/1/07,1:50:00,1/1/07,3:19:00,0.102111
1/1/07,1:50:00,1/1/07,3:29:00,0.10142
1/1/07,1:50:00,1/1/07,3:40:00,0.105045
1/1/07,1:50:00,1/1/07,3:41:00,0.105429
1/1/07,1:50:00,1/1/07,3:42:00,0.105788
1/1/07,1:50:00,1/1/07,3:44:00,0.105217
1/1/07,1:50:00,1/1/07,3:46:00,0.103419
1/1/07,1:50:00,1/1/07,3:47:00,0.102542
1/1/07,1:50:00,1/1/07,3:49:00,0.100833
1/1/07,1:50:00,1/1/07,3:56:00,0.0952756
1/1/07,1:50:00,1/1/07,3:57:00,0.0945313
1/1/07,1:50:00,1/1/07,3:59:00,0.0930769
1/1/07,1:50:00,1/1/07,4:02:00,0.0917444
1/1/07,1:50:00,1/1/07,4:03:00,0.0918209
1/1/07,1:50:00,1/1/07,4:04:00,0.0919111
1/1/07,1:50:00,1/1/07,4:10:00,0.094383
1/1/07,1:50:00,1/1/07,4:11:00,0.0946901
1/1/07,1:50:00,1/1/07,4:12:00,0.094951
1/1/07,1:50:00,1/1/07,4:15:00,0.0956986
1/1/07,1:50:00,1/1/07,4:19:00,0.0966267
1/1/07,1:50:00,1/1/07,4:20:00,0.0968477
1/1/07,1:50:00,1/1/07,4:22:00,0.0962614
1/1/07,1:50:00,1/1/07,4:24:00,0.0950194
1/1/07,1:50:00,1/1/07,4:34:00,0.0892606
1/1/07,1:50:00,1/1/07,4:36:00,0.0881916
1/1/07,1:50:00,1/1/07,4:38:00,0.0871479
1/1/07,1:50:00,1/1/07,4:39:00,0.0866353
1/1/07,1:50:00,1/1/07,4:44:00,0.0854286
1/1/07,1:50:00,1/1/07,4:46:00,0.0867345
1/1/07,1:50:00,1/1/07,4:47:00,0.0876067
1/1/07,1:50:00,1/1/07,4:51:00,0.0902198
1/1/07,1:50:00,1/1/07,4:54:00,0.0909838
1/1/07,1:50:00,1/1/07,4:57:00,0.0917447
1/1/07,1:50:00,1/1/07,4:59:00,0.0915263
1/1/07,1:50:00,1/1/07,5:00:00,0.0910471
1/1/07,1:50:00,1/1/07,5:01:00,0.0905729
1/1/07,1:50:00,1/1/07,5:04:00,0.0891795
1/1/07,1:50:00,1/1/07,5:13:00,0.0881765
1/1/07,1:50:00,1/1/07,5:15:00,0.0885728
1/1/07,1:50:00,1/1/07,5:16:00,0.088744
1/1/07,1:50:00,1/1/07,5:27:00,0.0953578
1/1/07,1:50:00,1/1/07,5:28:00,0.0965845
1/1/07,1:50:00,1/1/07,5:29:00,0.0978
1/1/07,1:50:00,1/1/07,5:32:00,0.100888
1/1/07,1:50:00,1/1/07,5:37:00,0.103026
1/1/07,1:50:00,1/1/07,5:42:00,0.100815
1/1/07,1:50:00,1/1/07,5:43:00,0.100385
1/1/07,1:50:00,1/1/07,5:46:00,0.0991139
1/1/07,1:50:00,1/1/07,5:50:00,0.0974689
1/1/07,1:50:00,1/1/07,5:52:00,0.0966667
1/1/07,1:50:00,1/1/07,5:54:00,0.0958776
1/1/07,1:50:00,1/1/07,5:57:00,0.0947177
1/1/07,1:50:00,1/1/07,5:58:00,0.0943373
1/1/07,1:50:00,1/1/07,5:59:00,0.09396
1/1/07,1:50:00,1/1/07,6:02:00,0.0941186
1/1/07,1:50:00,1/1/07,6:05:00,0.09475
1/1/07,1:50:00,1/1/07,6:10:00,0.0973257
1/1/07,1:50:00,1/1/07,6:13:00,0.0986591
1/1/07,1:50:00,1/1/07,6:16:00,0.0975506
1/1/07,1:50:00,1/1/07,6:19:00,0.0964667
1/1/07,1:50:00,1/1/07,6:23:00,0.0950584
1/1/07,1:50:00,1/1/07,6:28:00,0.0933548
1/1/07,1:50:00,1/1/07,6:33:00,0.0917113
1/1/07,1:50:00,1/1/07,6:34:00,0.0913895
1/1/07,1:50:00,1/1/07,6:35:00,0.0910699
1/1/07,1:50:00,1/1/07,6:39:00,0.0906552
1/1/07,1:50:00,1/1/07,6:43:00,0.0911701
